Year,State,District,Rape Cases,Abduction Cases,Murder Cases,Total Crimes,Population,Crime Rate,Arrests,Crime Clearance Rate
2018,Lakshadweep,Minicoy,148,73,34,491,438711,111.92,383,78
2022,Lakshadweep,Agatti,47,56,60,559,1969710,28.38,346,61.9
2022,Haryana,Gurugram,178,243,82,966,440262,219.41,872,90.27
2019,Haryana,Faridabad,141,282,49,867,1729536,50.13,833,96.08
2018,Uttar Pradesh,Agra,129,195,7,576,274037,210.19,440,76.39
2021,Chhattisgarh,Raipur,189,85,98,530,683095,77.59,492,92.83
2020,Uttarakhand,Haridwar,15,274,70,605,381643,158.53,500,82.64
2018,Sikkim,Gyalshing,153,283,9,640,1648372,38.83,564,88.12
2022,Madhya Pradesh,Gwalior,80,201,34,414,1250719,33.1,233,56.28
2020,Nagaland,Kohima,17,178,62,719,510298,140.9,532,73.99
2020,Tripura,Kailashahar,73,47,11,246,1522360,16.16,172,69.92
2022,Tamil Nadu,Madurai,196,204,25,795,827161,96.11,516,64.91
2021,Mizoram,Champhai,189,54,87,418,1397713,29.91,379,90.67
2019,Himachal Pradesh,Kangra,93,125,92,390,785526,49.65,296,75.9
2022,Maharashtra,Mumbai,14,249,25,343,1460440,23.49,334,97.38
2021,Puducherry,Puducherry,55,158,43,613,539853,113.55,482,78.63
2020,Manipur,Imphal,57,291,97,534,1145471,46.62,526,98.5
2021,Haryana,Faridabad,123,185,60,807,1806115,44.68,663,82.16
2020,Ladakh,Kargil,189,278,57,772,1107004,69.74,546,70.73
2022,Rajasthan,Udaipur,42,181,42,401,1197736,33.48,333,83.04
2021,Andhra Pradesh,Guntur,190,75,21,627,900082,69.66,542,86.44
2019,Chhattisgarh,Bilaspur,108,27,95,371,1745357,21.26,250,67.39
2018,Arunachal Pradesh,Itanagar,56,194,98,668,382639,174.58,509,76.2
2019,Bihar,Muzaffarpur,20,235,95,614,917180,66.94,354,57.65
2018,Bihar,Gaya,130,124,35,578,1237029,46.72,476,82.35
2022,Goa,Vasco da Gama,164,269,58,760,488910,155.45,443,58.29
2022,Chandigarh,Chandigarh,49,43,19,486,1706664,28.48,341,70.16
2021,West Bengal,Daman,50,164,98,797,1436019,55.5,466,58.47
2019,Andhra Pradesh,Vijayawada,148,27,89,503,213876,235.18,488,97.02
2019,Manipur,Imphal,38,237,32,558,1669027,33.43,505,90.5
2021,Sikkim,Gangtok,175,163,76,712,1932123,36.85,498,69.94
2019,Telangana,Warangal,32,170,18,409,1389381,29.44,387,94.62
2019,Gujarat,Ahmedabad,180,46,68,673,222950,301.86,416,61.81
2021,Rajasthan,Jaipur,89,173,92,473,1952005,24.23,464,98.1
2020,Ladakh,Leh,192,286,98,1023,1982054,51.61,765,74.78
2022,Sikkim,Namchi,80,295,34,473,1344593,35.18,461,97.46
2022,Andhra Pradesh,Guntur,139,56,54,502,1001816,50.11,433,86.25
2021,Puducherry,Mahe,163,213,28,701,1314639,53.32,549,78.32
2022,Delhi,South Delhi,142,284,21,501,1388275,36.09,264,52.69
2020,Nagaland,Dimapur,148,262,43,788,1696141,46.46,772,97.97
2021,Andhra Pradesh,Visakhapatnam,100,221,31,417,1710443,24.38,270,64.75
2022,Karnataka,Mangaluru,89,230,27,761,264862,287.32,388,50.99
2019,Kerala,Thiruvananthapuram,177,244,55,790,1797970,43.94,663,83.92
2019,Punjab,Ludhiana,167,165,90,640,1903160,33.63,414,64.69
2022,Nagaland,Kohima,166,114,14,386,1605626,24.04,250,64.77
2022,West Bengal,Siliguri,141,106,75,523,65455,799.02,317,60.61
2019,Gujarat,Vadodara,35,56,7,251,666814,37.64,181,72.11
2022,Jharkhand,Jamshedpur,116,142,75,694,1886925,36.78,526,75.79
2022,Manipur,Thoubal,114,118,17,660,1107793,59.58,575,87.12
2022,Punjab,Jalandhar,171,65,5,531,1966316,27,508,95.67
2022,Madhya Pradesh,Indore,32,267,14,447,492482,90.76,278,62.19
2020,Jharkhand,Jamshedpur,91,239,64,504,270476,186.34,479,95.04
2018,Bihar,Patna,107,43,35,267,185123,144.23,239,89.51
2021,Kerala,Kochi,70,266,61,885,696299,127.1,694,78.42
2019,Tripura,Kailashahar,151,43,96,409,1111293,36.8,338,82.64
2022,Mizoram,Lunglei,18,138,73,701,936804,74.83,548,78.17
2018,Chhattisgarh,Durg,46,154,44,549,409060,134.21,374,68.12
2020,Daman and Diu,Diu,151,175,93,861,490320,175.6,840,97.56
2018,Meghalaya,Jowai,161,58,88,587,579073,101.37,468,79.73
2021,Nagaland,Mokokchung,55,119,54,620,336129,184.45,511,82.42
2018,Odisha,Bhubaneswar,192,187,51,750,1796367,41.75,494,65.87
2021,Punjab,Jalandhar,150,50,7,662,856762,77.27,386,58.31
2021,Meghalaya,Tura,29,210,60,621,977003,63.56,588,94.69
2020,Goa,Margao,23,170,17,324,168123,192.72,230,70.99
2021,Manipur,Imphal,100,161,20,595,1313909,45.28,374,62.86
2020,Odisha,Rourkela,29,146,90,708,1179803,60.01,585,82.63
2021,Punjab,Ludhiana,55,231,10,481,1946921,24.71,406,84.41
2020,Uttarakhand,Dehradun,178,162,13,422,1258570,33.53,417,98.82
2022,Dadra and Nagar Haveli and Daman and Diu,Diu,33,68,31,390,1593302,24.48,268,68.72
2021,Puducherry,Karaikal,189,256,57,554,1931588,28.68,368,66.43
2021,Uttarakhand,Haridwar,123,267,94,731,1628332,44.89,615,84.13
2019,Haryana,Faridabad,22,176,62,638,1844091,34.6,482,75.55
2021,Arunachal Pradesh,Tawang,37,104,90,355,1144308,31.02,250,70.42
2019,Himachal Pradesh,Mandi,176,183,35,823,1716083,47.96,460,55.89
2019,Delhi,South Delhi,183,25,52,737,991524,74.33,606,82.23
2022,Sikkim,Namchi,148,116,86,780,1845940,42.25,605,77.56
2019,Andaman and Nicobar Islands,Diglipur,79,57,70,361,1420659,25.41,223,61.77
2022,Dadra and Nagar Haveli and Daman and Diu,Diu,181,60,79,508,184586,275.21,263,51.77
2019,Kerala,Kozhikode,57,178,8,662,1187447,55.75,389,58.76
2022,Andaman and Nicobar Islands,Car Nicobar,188,182,20,672,221533,303.34,640,95.24
2018,Dadra and Nagar Haveli and Daman and Diu,Diu,110,63,64,512,1981579,25.84,429,83.79
2022,Mizoram,Lunglei,182,24,43,537,1904793,28.19,344,64.06
2018,Himachal Pradesh,Mandi,192,220,44,735,1147633,64.04,639,86.94
2020,Tripura,Agartala,141,290,41,795,580151,137.03,422,53.08
2022,Chhattisgarh,Bilaspur,30,227,14,468,1756721,26.64,302,64.53
2022,Goa,Margao,46,103,27,468,1179592,39.67,262,55.98
2019,Tripura,Udaipur,189,215,15,918,1131589,81.12,765,83.33
2022,Andaman and Nicobar Islands,Port Blair,197,229,42,949,452723,209.62,872,91.89
2018,Sikkim,Namchi,41,79,77,339,1480228,22.9,195,57.52
2019,Telangana,Hyderabad,122,118,37,391,665970,58.71,211,53.96
2018,Andhra Pradesh,Guntur,126,195,30,828,1272497,65.07,735,88.77
2022,Nagaland,Kohima,62,47,88,435,1299093,33.48,329,75.63
2021,Tamil Nadu,Coimbatore,152,154,41,589,1222751,48.17,390,66.21
2018,Uttar Pradesh,Agra,104,281,11,688,1517313,45.34,377,54.8
2019,Rajasthan,Jaipur,193,146,14,694,846116,82.02,596,85.88
2021,Goa,Panaji,94,245,47,629,810821,77.58,389,61.84
2018,Odisha,Bhubaneswar,52,110,52,447,592160,75.49,363,81.21
2018,Uttarakhand,Haridwar,13,153,80,405,837449,48.36,264,65.19
2018,Nagaland,Kohima,56,273,81,893,1580908,56.49,787,88.13
2020,Madhya Pradesh,Bhopal,141,232,15,825,1286213,64.14,753,91.27
2021,Manipur,Churachandpur,93,273,41,857,248164,345.34,814,94.98
2020,Goa,Margao,23,43,18,199,1496201,13.3,167,83.92
2019,Telangana,Nizamabad,178,266,85,779,1737543,44.83,420,53.92
2022,Delhi,South Delhi,160,97,57,807,555465,145.28,685,84.88
2018,Manipur,Churachandpur,192,136,33,618,109934,562.16,462,4.76
2020,Haryana,Panipat,121,151,88,415,785267,52.85,235,56.63
2021,Goa,Panaji,128,121,88,664,824130,80.57,565,85.09
2019,Meghalaya,Shillong,183,207,49,881,1286607,68.47,481,54.6
2021,Telangana,Warangal,118,28,61,354,1320896,26.8,346,97.74
2018,Karnataka,Bengaluru,44,227,64,550,138466,397.21,458,83.27
2020,Uttar Pradesh,Lucknow,11,165,7,438,1930542,22.69,343,8.31
2018,Karnataka,Mysuru,48,220,40,448,241878,185.22,287,64.06
2019,Andhra Pradesh,Visakhapatnam,143,292,36,825,795571,103.7,737,89.33
2021,Assam,Guwahati,82,117,20,557,1491228,37.35,404,72.53
2022,Rajasthan,Udaipur,45,81,81,306,137548,222.47,274,89.54
2022,Uttar Pradesh,Kanpur,25,144,84,578,1527676,37.84,462,79.93
2020,Andhra Pradesh,Guntur,142,117,93,746,557042,133.92,459,61.53
2019,Odisha,Rourkela,64,157,56,693,441426,156.99,550,79.37
2018,Mizoram,Aizawl,175,177,91,883,840282,105.08,883,100
2018,Karnataka,Mysuru,109,105,9,664,1300186,51.07,539,81.17
2021,Jammu and Kashmir,Srinagar,166,66,70,781,773738,100.94,491,62.87
2019,Arunachal Pradesh,Itanagar,148,178,53,828,1913358,43.27,718,86.71
2020,Jharkhand,Dhanbad,49,291,10,818,1419826,57.61,547,66.87
2021,Telangana,Nizamabad,199,261,49,722,1087985,66.36,715,99.03
2022,Maharashtra,Pune,1137,92,46,592,1216333,48.67,527,89.02
2019,Delhi,South Delhi,181,294,21,821,1767576,46.45,753,91.72
2022,Telangana,Nizamabad,159,37,38,374,214831,174.09,284,75.94
2019,Manipur,Thoubal,94,148,100,395,1410449,28.01,389,98.48
2020,Chhattisgarh,Bilaspur,17,143,98,595,644326,92.34,573,96.3
2020,Sikkim,Gangtok,138,187,42,808,141884,569.48,443,54.83
2018,Lakshadweep,Kavaratti,35,24,75,458,1896845,24.15,449,98.03
2018,Tripura,Agartala,23,218,90,397,784868,50.58,220,55.42
2021,Himachal Pradesh,Shimla,171,239,57,758,1632704,46.43,457,60.29
2022,West Bengal,Siliguri,63,283,13,670,1666589,40.2,461,68.81
2022,Karnataka,Bengaluru,183,188,31,832,328330,253.4,623,74.88
2018,Jharkhand,Dhanbad,167,68,87,419,843763,49.66,252,60.14
2018,Punjab,Jalandhar,132,32,56,448,1150376,38.94,254,56.7
2018,Punjab,Amritsar,59,229,18,515,451314,114.11,453,87.96
2022,Goa,Vasco da Gama,117,190,67,743,109776,676.83,397,53.43
2019,Punjab,Jalandhar,68,53,35,285,280735,101.52,285,100
2018,Mizoram,Lunglei,161,243,69,678,510079,132.92,419,61.8
2019,Bihar,Muzaffarpur,68,200,92,830,1533440,54.13,770,92.77
2021,Andhra Pradesh,Visakhapatnam,17,196,67,484,202570,238.93,284,58.68
2021,Kerala,Kochi,109,118,87,552,87585,630.24,415,75.18
2019,Rajasthan,Udaipur,56,181,19,614,157490,389.87,535,87.13
2019,Andaman and Nicobar Islands,Diglipur,76,86,20,306,903407,33.87,206,67.32
2021,West Bengal,Kolkata,74,158,21,364,568449,64.03,328,90.11
2018,Nagaland,Mokokchung,29,280,14,745,1831900,40.67,639,85.77
2021,Madhya Pradesh,Bhopal,53,44,65,450,1253891,35.89,227,50.44
2019,Assam,Guwahati,32,271,76,798,1644772,48.52,424,53.13
2020,Kerala,Thiruvananthapuram,19,104,98,480,1008714,47.59,250,52.08
2019,Andaman and Nicobar Islands,Port Blair,18,195,16,380,870949,43.63,252,66.32
2018,Chhattisgarh,Raipur,105,80,95,524,1109933,47.21,331,63.17
2019,Gujarat,Surat,110,190,63,598,1460209,40.95,430,71.91
2020,Telangana,Warangal,112,164,30,405,1187439,34.11,335,82.72
2018,Mizoram,Aizawl,22,208,91,447,1856279,24.08,245,54.81
2020,Lakshadweep,Agatti,196,297,82,673,1165786,57.73,352,52.3
2022,Jharkhand,Jamshedpur,22,185,31,670,974405,68.76,430,64.18
2019,Andaman and Nicobar Islands,Diglipur,187,167,54,747,1074397,69.53,597,79.92
2018,Tamil Nadu,Madurai,183,32,98,643,100594,639.2,556,86.47
2019,Nagaland,Dimapur,156,46,43,361,1935935,18.65,338,93.63
2019,Odisha,Cuttack,124,97,100,513,316848,161.91,391,76.22
2022,Bihar,Patna,106,116,73,685,1843264,37.16,380,55.47
2022,Andaman and Nicobar Islands,Diglipur,68,64,14,616,998459,61.7,557,90.42
2018,Mizoram,Champhai,90,113,20,297,1023825,29.01,158,53.2
2022,Mizoram,Champhai,191,69,93,470,814350,57.71,287,61.06
2022,West Bengal,Kolkata,116,205,45,852,826715,103.06,621,72.89
2020,Nagaland,Dimapur,121,85,44,463,1464400,31.62,418,90.28
2019,Madhya Pradesh,Bhopal,153,278,65,612,1171234,52.25,515,84.15
2020,Jharkhand,Jamshedpur,51,291,66,596,1172153,50.85,575,96.48
2020,Dadra and Nagar Haveli and Daman and Diu,Daman,18,269,67,520,1110156,46.84,483,92.88
2021,Meghalaya,Jowai,100,91,80,684,869724,78.65,543,79.39
2022,Maharashtra,Pune,17,97,65,299,619071,48.3,271,90.64
2019,West Bengal,Kolkata,30,108,53,447,760547,58.77,293,65.55
2018,Andaman and Nicobar Islands,Car Nicobar,199,49,88,615,971918,63.28,568,92.36
2022,Uttarakhand,Haridwar,124,158,70,753,294074,256.06,604,80.21
2019,Karnataka,Mysuru,41,254,95,637,1012814,62.89,412,64.68
2021,Assam,Guwahati,76,299,40,474,768723,61.66,298,62.87
2021,Punjab,Amritsar,123,28,72,650,1406935,46.2,535,82.31
2019,Andhra Pradesh,Vijayawada,17,181,92,676,579717,116.61,571,84.47
2018,Andaman and Nicobar Islands,Port Blair,17,279,60,853,1702838,50.09,527,61.78
2020,Goa,Margao,186,43,45,561,1183865,47.39,348,62.03
2020,Rajasthan,Udaipur,87,178,26,584,1121947,52.05,524,89.73
2021,Delhi,New Delhi,63,101,71,429,536677,79.94,352,82.05
2020,Goa,Margao,170,227,31,730,1723960,42.34,700,95.89
2018,West Bengal,Darjeeling,61,285,95,773,1859367,41.57,639,82.66
2021,Uttar Pradesh,Agra,190,186,94,689,820720,83.95,600,87.08
2021,Himachal Pradesh,Kangra,32,100,16,289,1484792,19.46,161,55.71
2022,Chandigarh,Chandigarh,131,60,7,435,1341165,32.43,332,76.32
2018,Gujarat,Ahmedabad,30,177,30,587,1797695,32.65,442,75.3
2021,Tripura,Udaipur,128,91,44,711,271755,261.63,417,58.65
2022,Chhattisgarh,Durg,109,46,13,341,995392,34.26,293,85.92
2021,Punjab,Jalandhar,166,134,73,833,490173,169.94,804,96.52
2019,Himachal Pradesh,Mandi,94,170,41,787,1204640,65.33,411,52.22
2019,Chhattisgarh,Bilaspur,46,192,25,501,1708964,29.32,472,94.21
2019,Bihar,Gaya,14,68,87,290,982648,29.51,274,94.48
2019,Chhattisgarh,Durg,58,291,82,598,446791,133.84,409,68.39
2018,Sikkim,Gangtok,160,59,37,651,985081,66.09,462,70.97
2022,Dadra and Nagar Haveli and Daman and Diu,Daman,85,147,46,382,102304,373.4,309,80.89
2020,Himachal Pradesh,Shimla,148,277,64,920,1482950,62.04,570,61.96
2018,Jammu and Kashmir,Srinagar,156,194,42,443,327905,135.1,335,75.62
2022,Himachal Pradesh,Kangra,64,152,69,374,567342,65.92,241,64.44
2021,Tamil Nadu,Coimbatore,149,268,28,830,1320399,62.86,525,63.25
2019,Uttar Pradesh,Kanpur,10,250,92,831,1450178,57.3,809,97.35
2022,Jharkhand,Dhanbad,131,21,58,469,1129230,41.53,353,75.27
2018,Andhra Pradesh,Guntur,30,55,54,263,1716645,15.32,260,98.86
2019,Manipur,Imphal,91,23,31,207,531197,38.97,120,57.97
2018,Odisha,Bhubaneswar,106,141,86,535,406797,131.52,277,51.78
2022,Rajasthan,Jaipur,111,40,38,243,1462002,16.62,171,70.37
2020,Telangana,Nizamabad,134,60,83,609,1534870,39.68,329,54.02
2022,Odisha,Cuttack,78,51,75,471,682678,68.99,253,53.72
2020,West Bengal,Kolkata,103,175,78,796,1148483,69.31,400,50.25
2020,Maharashtra,Mumbai,113,77,69,674,1845598,36.52,421,62.46
2022,Haryana,Faridabad,136,128,54,696,268364,259.35,565,81.18
2022,Lakshadweep,Agatti,58,225,18,390,827980,47.1,374,95.9
2018,Delhi,Central Delhi,142,138,99,688,1844511,37.3,687,99.85
2022,Ladakh,Kargil,18,256,17,345,882489,39.09,174,50.43
2019,Jammu and Kashmir,Jammu,113,94,29,352,555523,63.36,176,50
2020,Manipur,Thoubal,131,177,65,655,890955,73.52,558,85.19
2021,West Bengal,Darjeeling,177,53,63,724,838906,86.3,680,93.92
2022,Maharashtra,Pune,48,42,85,604,523524,115.37,353,58.44
2020,Sikkim,Gyalshing,84,66,26,373,721262,51.71,313,83.91
2019,Manipur,Imphal,116,273,85,851,996481,85.4,583,68.51
2022,Uttar Pradesh,Lucknow,17,107,6,274,168411,162.7,162,59.12
2021,Chandigarh,Chandigarh,69,244,87,648,1145579,56.57,363,56.02
2022,Nagaland,Kohima,18,139,29,318,909286,34.97,229,72.01
2021,Uttar Pradesh,Agra,128,258,43,665,1978555,33.61,493,74.14
2019,Manipur,Thoubal,180,142,50,547,824429,66.35,447,81.72
2020,Punjab,Amritsar,178,165,59,892,1989053,44.85,692,77.58
2019,Himachal Pradesh,Mandi,13,157,36,374,425963,87.8,355,94.92
2019,Tamil Nadu,Madurai,99,116,46,664,854820,77.68,452,68.07
2019,Maharashtra,Pune,66,106,21,689,274849,250.68,443,64.3
2021,Uttar Pradesh,Lucknow,47,86,5,502,987059,50.86,402,80.08
2019,West Bengal,Siliguri,191,256,68,837,309535,270.41,453,54.12
2021,Tamil Nadu,Madurai,124,61,38,521,1988815,26.2,484,92.9
2019,Rajasthan,Jodhpur,177,229,62,676,242292,279,512,75.74
2020,Assam,Dibrugarh,137,121,56,656,130448,502.88,587,89.48
2022,Bihar,Patna,68,251,14,556,1544608,36,436,78.42
2021,Meghalaya,Shillong,149,152,19,495,1436371,34.46,459,92.73
2021,Meghalaya,Tura,144,106,90,408,1839422,22.18,265,64.95
2022,Jharkhand,Ranchi,69,66,30,654,795518,82.21,567,86.7
2020,Odisha,Rourkela,123,239,99,872,280930,310.4,733,84.06
2021,Himachal Pradesh,Shimla,88,204,82,600,1687721,35.55,480,80
2018,Madhya Pradesh,Bhopal,94,242,100,536,839131,63.88,526,98.13
2022,Sikkim,Namchi,39,77,20,388,720570,53.85,307,79.12
2021,Odisha,Bhubaneswar,26,285,7,615,577558,106.48,360,58.54
2020,Punjab,Ludhiana,20,30,57,527,146794,359.01,435,82.54
2020,Meghalaya,Shillong,182,21,62,447,938917,47.61,389,87.02
2022,Jharkhand,Jamshedpur,50,24,98,268,1973587,13.58,206,76.87
2021,Andaman and Nicobar Islands,Port Blair,60,111,34,502,677188,74.13,454,90.44
2022,Andaman and Nicobar Islands,Car Nicobar,160,171,48,527,351705,149.84,283,53.7
2022,Andaman and Nicobar Islands,Port Blair,159,270,97,595,1711982,34.76,384,64.54
2019,Tamil Nadu,Chennai,54,32,20,571,1273472,44.84,485,84.94
2020,Haryana,Panipat,21,127,37,243,1413985,17.19,178,73.25
2019,Dadra and Nagar Haveli and Daman and Diu,Diu,114,209,41,783,108829,719.48,591,75.48
2022,Assam,Dibrugarh,90,198,53,681,1917772,35.51,580,85.17
2021,Assam,Dibrugarh,119,262,16,844,402510,209.68,720,85.31
2022,West Bengal,Darjeeling,79,77,42,573,764092,74.99,500,87.26
2018,Odisha,Cuttack,112,233,29,527,1873876,28.12,428,81.21
2021,Mizoram,Champhai,194,60,56,594,269426,220.47,567,95.45
2020,Gujarat,Vadodara,178,152,36,766,371672,206.1,542,70.76
2018,Meghalaya,Shillong,57,94,73,371,1385328,26.78,202,54.45
2018,Ladakh,Leh,49,178,81,493,89813,548.92,473,95.94
2022,Punjab,Amritsar,68,199,83,625,642281,97.31,623,99.68
2021,Jammu and Kashmir,Srinagar,197,21,66,403,804371,50.1,295,73.2
2021,Haryana,Gurugram,24,110,53,633,843449,75.05,316,49.92
2018,Kerala,Kozhikode,102,33,25,214,520630,41.1,125,58.41
2018,Jharkhand,Jamshedpur,178,44,54,501,761175,65.82,269,53.69
2018,Madhya Pradesh,Indore,155,35,34,658,246914,266.49,652,99.09
2021,Assam,Dibrugarh,167,62,71,613,116943,524.19,476,77.65
2022,Chhattisgarh,Raipur,47,124,55,669,313864,213.15,377,56.35
2020,Chhattisgarh,Raipur,148,139,39,748,1820965,41.08,624,83.42
2019,Uttar Pradesh,Lucknow,128,152,67,791,1456820,54.3,554,70.04
2021,Madhya Pradesh,Gwalior,192,39,73,413,414535,99.63,337,81.6
2019,Uttar Pradesh,Kanpur,145,141,71,417,584005,71.4,361,86.57
2018,Maharashtra,Pune,195,203,99,976,494872,197.22,972,99.59
2019,Rajasthan,Udaipur,53,158,63,333,828075,40.21,316,94.89
2019,Lakshadweep,Minicoy,39,216,48,458,818018,55.99,434,94.76
2020,Punjab,Jalandhar,129,172,26,441,514943,85.64,354,80.27
2019,Sikkim,Gyalshing,173,89,94,539,1970780,27.35,277,51.39
2019,Tripura,Agartala,64,227,47,832,831431,100.07,786,94.47
2019,Arunachal Pradesh,Itanagar,135,101,50,705,288702,244.2,517,73.33
2018,Maharashtra,Mumbai,118,32,31,329,1928541,17.06,275,83.59
2018,Rajasthan,Jodhpur,77,289,48,718,801701,89.56,610,84.96
2021,Chhattisgarh,Raipur,128,26,90,551,205189,268.53,516,93.65
2021,Ladakh,Kargil,14,275,57,610,1988931,30.67,368,60.33
2019,Andaman and Nicobar Islands,Car Nicobar,94,156,83,781,697062,112.04,635,81.31
2019,Haryana,Gurugram,198,81,44,716,1212854,59.03,409,57.12
2020,Assam,Dibrugarh,69,134,71,755,529643,142.55,739,97.88
2022,Maharashtra,Nagpur,54,284,75,662,646870,102.34,375,56.65
2021,Sikkim,Gangtok,94,298,87,598,286052,209.05,367,61.37
2020,Himachal Pradesh,Mandi,143,216,89,846,1039399,81.39,752,88.89
2018,Chandigarh,Chandigarh,199,212,59,709,1094984,64.75,481,67.84
2022,Kerala,Kochi,58,46,62,554,657409,84.27,374,67.51
2018,Haryana,Panipat,196,118,50,591,1480016,39.93,339,57.36
2021,Madhya Pradesh,Indore,149,75,79,457,1215859,37.59,240,52.52
2021,Manipur,Churachandpur,16,164,36,293,1972695,14.85,276,94.2
2022,Puducherry,Puducherry,112,282,23,506,460239,109.94,312,61.66
2018,Jammu and Kashmir,Anantnag,159,221,8,501,1744634,28.72,372,74.25
2021,Punjab,Jalandhar,176,207,63,573,945806,60.58,342,59.69
2022,Tamil Nadu,Madurai,33,131,8,625,1477613,42.3,448,71.68
2020,Manipur,Thoubal,81,119,87,579,592510,97.72,388,67.01
2022,Lakshadweep,Agatti,184,45,46,575,1305259,44.05,392,68.17
2022,Goa,Vasco da Gama,72,101,17,248,864840,28.68,235,94.76
2019,Andhra Pradesh,Vijayawada,27,34,64,597,1010645,59.07,406,68.01
2019,Goa,Vasco da Gama,22,294,10,719,117119,613.91,391,54.38
2021,Chhattisgarh,Bilaspur,21,181,95,553,290271,190.51,514,92.95
2020,Puducherry,Puducherry,191,300,30,668,1064631,62.74,594,88.92
2020,Maharashtra,Nagpur,198,218,91,774,1095998,70.62,742,95.87
2019,Arunachal Pradesh,Itanagar,119,59,35,646,134539,480.16,471,72.91
2020,Himachal Pradesh,Shimla,119,286,11,796,247928,321.06,742,93.22
2019,Lakshadweep,Agatti,105,189,21,660,180128,366.41,463,70.15
2022,Arunachal Pradesh,Pasighat,99,42,64,616,175614,350.77,324,52.6
2022,Jammu and Kashmir,Jammu,144,77,47,584,698412,83.62,472,80.82
2020,Jammu and Kashmir,Anantnag,85,267,91,626,568488,110.12,386,61.66
2020,Andhra Pradesh,Visakhapatnam,24,30,42,238,1739869,13.68,227,95.38
2020,Tripura,Kailashahar,150,200,73,618,328892,187.9,323,52.27
2020,Odisha,Rourkela,33,214,21,518,1633506,31.71,296,57.14
2019,Haryana,Panipat,159,67,67,496,444483,111.59,377,76.01
2019,Tamil Nadu,Coimbatore,139,147,47,480,1857017,25.85,413,86.04
2022,Himachal Pradesh,Kangra,194,204,59,793,1946353,40.74,715,90.16
2021,Assam,Guwahati,179,124,70,589,1736329,33.92,454,77.08
2020,Jharkhand,Dhanbad,196,27,96,715,1253795,57.03,524,73.29
2021,Bihar,Muzaffarpur,149,170,67,879,594080,147.96,838,95.34
2019,Nagaland,Kohima,127,31,52,433,448242,96.6,314,72.52
2021,Lakshadweep,Kavaratti,102,300,36,610,1581000,38.58,364,59.67
2018,Delhi,Central Delhi,126,275,58,844,1938497,43.54,824,97.63
2018,Telangana,Hyderabad,109,165,36,596,583853,102.08,416,69.8
2020,Himachal Pradesh,Kangra,130,142,59,545,1132580,48.12,444,81.47
2019,Kerala,Kochi,124,205,14,517,891694,57.98,442,85.49
2022,Andhra Pradesh,Guntur,155,177,17,799,1299194,61.5,715,89.49
2019,Madhya Pradesh,Indore,146,81,84,808,1684613,47.96,612,75.74
2020,Odisha,Cuttack,22,144,33,540,1039768,51.93,392,72.59
2022,Andaman and Nicobar Islands,Port Blair,148,64,8,372,165396,224.91,204,54.84
2022,Kerala,Kochi,128,107,37,347,763897,45.42,295,85.01
2020,Jammu and Kashmir,Jammu,180,190,9,509,137009,371.51,377,74.07
2022,Rajasthan,Udaipur,127,184,22,627,534184,117.38,501,79.9
2018,Meghalaya,Jowai,192,216,45,847,1169510,72.42,440,51.95
2022,West Bengal,Darjeeling,121,110,84,391,1560966,25.05,242,61.89
